candidate_id,ticker,company_name,category,likely_event_year,source_hint,source_url_if_known,edgar_query,confidence_level,priority,verification_status,reason_for_inclusion,fields_needed_for_partial,notes
CAND-0074-CAPITAL_RAISE_AFTER_PROCESS-CABA,CABA,"Cabaletta Bio, Inc.",CAPITAL_RAISE_AFTER_PROCESS,2018-2024,EDGAR 8-K/S-3 capital raise search after process language,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=CABA+%22Cabaletta+Bio%2C+Inc.%22+%22strategic+alternatives%22+%22registered+direct+offering%22&forms=8-K%2CS-3%2C424B5&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"CABA appears in the local biotech scanner universe; row is a category-specific EDGAR search target for CAPITAL_RAISE_AFTER_PROCESS, not verified evidence",sa_or_process_8k_url|capital_raise_8k_or_s3_url|raise_date|raise_size|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0075-GOVERNANCE_ONLY_13D-CAPR,CAPR,"Capricor Therapeutics, Inc.",GOVERNANCE_ONLY_13D,2018-2024,EDGAR SC 13D Item 4 governance phrase search; item4_parser governance-only calibration queue,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=CAPR+%22Capricor+Therapeutics%2C+Inc.%22+%22Item+4%22+%22board+of+directors%22+%22governance%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"CAPR appears in the local biotech scanner universe; row is a category-specific EDGAR search target for GOVERNANCE_ONLY_13D, not verified evidence",initial_13d_url|filing_date|activist_filer|item4_text|governance_only_classification|outcome_check,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0076-ROFR_ROFN_CASE-CCCC,CCCC,"C4 Therapeutics, Inc.",ROFR_ROFN_CASE,2018-2024,EDGAR 8-K and 10-K ROFR/ROFN search; source_queries.md Section 1C,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=CCCC+%22C4+Therapeutics%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-K%2C10-Q&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"CCCC appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ROFR_ROFN_CASE, not verified evidence",agreement_8k_url|exhibit_url|observation_date|rights_holder|rofr_scope|excerpt|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0077-ASSET_SALE-CGEN,CGEN,Compugen Ltd.,ASSET_SALE,2018-2024,EDGAR 8-K asset purchase agreement search; source_queries.md Section 1E,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=CGEN+%22Compugen+Ltd.%22+%22asset+purchase+agreement%22+%22program%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"CGEN appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ASSET_SALE, not verified evidence",asset_sale_8k_url|asset_description|buyer|consideration|retained_company_status|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0078-CAPITAL_RAISE_AFTER_PROCESS-CLDX,CLDX,"Celldex Therapeutics, Inc.",CAPITAL_RAISE_AFTER_PROCESS,2018-2024,EDGAR 8-K/S-3 capital raise search after process language,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=CLDX+%22Celldex+Therapeutics%2C+Inc.%22+%22strategic+alternatives%22+%22registered+direct+offering%22&forms=8-K%2CS-3%2C424B5&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"CLDX appears in the local biotech scanner universe; row is a category-specific EDGAR search target for CAPITAL_RAISE_AFTER_PROCESS, not verified evidence",sa_or_process_8k_url|capital_raise_8k_or_s3_url|raise_date|raise_size|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0079-BANKRUPTCY_OR_WIND_DOWN-CLLS,CLLS,Cellectis S.A.,BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=CLLS+%22Cellectis+S.A.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"CLLS appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0080-COMPLETED_DEAL-CMPS,CMPS,COMPASS Pathways plc,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=CMPS+%22COMPASS+Pathways+plc%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"CMPS appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0081-COMPLETED_DEAL-CORT,CORT,Corcept Therapeutics Incorporated,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=CORT+%22Corcept+Therapeutics+Incorporated%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"CORT appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0082-FAILED_STRATEGIC_REVIEW-CRNX,CRNX,"Crinetics Pharmaceuticals, Inc.",FAILED_STRATEGIC_REVIEW,2018-2024,EDGAR 8-K strategic alternatives search; source_queries.md Section 1A,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=CRNX+%22Crinetics+Pharmaceuticals%2C+Inc.%22+%22strategic+alternatives%22+%22board+of+directors%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"CRNX appears in the local biotech scanner universe; row is a category-specific EDGAR search target for FAILED_STRATEGIC_REVIEW, not verified evidence",sa_8k_url|observation_date|sa_excerpt|outcome_check|price_window|no_deal_confirmation,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0083-ACTIVIST_13D_NO_DEAL-CTMX,CTMX,"CytomX Therapeutics, Inc.",ACTIVIST_13D_NO_DEAL,2018-2024,EDGAR SC 13D search; WhaleWisdom / 13D Monitor cross-check; source_queries.md Section 1B,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=CTMX+%22CytomX+Therapeutics%2C+Inc.%22+%22Item+4%22+%22board+representation%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"CTMX appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ACTIVIST_13D_NO_DEAL, not verified evidence",initial_13d_url|filing_date|activist_filer|item4_text|item4_intent|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0084-SALE_PRESSURE_13D-CVAC,CVAC,CureVac N.V.,SALE_PRESSURE_13D,2018-2024,EDGAR SC 13D Item 4 sale-process phrase search; source_queries.md Section 1B,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=CVAC+%22CureVac+N.V.%22+%22Item+4%22+%22sale+of+the+company%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"CVAC appears in the local biotech scanner universe; row is a category-specific EDGAR search target for SALE_PRESSURE_13D, not verified evidence",initial_13d_url|filing_date|activist_filer|item4_text|sale_pressure_excerpt|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0085-GOVERNANCE_ONLY_13D-CYTK,CYTK,"Cytokinetics, Incorporated",GOVERNANCE_ONLY_13D,2018-2024,EDGAR SC 13D Item 4 governance phrase search; item4_parser governance-only calibration queue,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=CYTK+%22Cytokinetics%2C+Incorporated%22+%22Item+4%22+%22board+of+directors%22+%22governance%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"CYTK appears in the local biotech scanner universe; row is a category-specific EDGAR search target for GOVERNANCE_ONLY_13D, not verified evidence",initial_13d_url|filing_date|activist_filer|item4_text|governance_only_classification|outcome_check,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0086-ROFR_ROFN_CASE-DMAC,DMAC,DiaMedica Therapeutics Inc.,ROFR_ROFN_CASE,2018-2024,EDGAR 8-K and 10-K ROFR/ROFN search; source_queries.md Section 1C,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=DMAC+%22DiaMedica+Therapeutics+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-K%2C10-Q&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"DMAC appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ROFR_ROFN_CASE, not verified evidence",agreement_8k_url|exhibit_url|observation_date|rights_holder|rofr_scope|excerpt|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0087-CAPITAL_RAISE_AFTER_PROCESS-EOLS,EOLS,"Evolus, Inc.",CAPITAL_RAISE_AFTER_PROCESS,2018-2024,EDGAR 8-K/S-3 capital raise search after process language,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=EOLS+%22Evolus%2C+Inc.%22+%22strategic+alternatives%22+%22registered+direct+offering%22&forms=8-K%2CS-3%2C424B5&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"EOLS appears in the local biotech scanner universe; row is a category-specific EDGAR search target for CAPITAL_RAISE_AFTER_PROCESS, not verified evidence",sa_or_process_8k_url|capital_raise_8k_or_s3_url|raise_date|raise_size|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0088-COMPLETED_DEAL-EYPT,EYPT,"EyePoint Pharmaceuticals, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=EYPT+%22EyePoint+Pharmaceuticals%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"EYPT appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0089-COMPLETED_DEAL-FDMT,FDMT,"4D Molecular Therapeutics, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=FDMT+%224D+Molecular+Therapeutics%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"FDMT appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0090-REVERSE_MERGER-GTHX,GTHX,"G1 Therapeutics, Inc.",REVERSE_MERGER,2018-2024,EDGAR 8-K reverse merger and strategic alternatives follow-up search,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=GTHX+%22G1+Therapeutics%2C+Inc.%22+%22strategic+alternatives%22+%22reverse+merger%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"GTHX appears in the local biotech scanner universe; row is a category-specific EDGAR search target for REVERSE_MERGER, not verified evidence",sa_8k_url|reverse_merger_8k_url|counterparty|deal_structure|outcome_date|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0091-COMPLETED_DEAL-IMNM,IMNM,"Immunome, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=IMNM+%22Immunome%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"IMNM appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0092-FAILED_STRATEGIC_REVIEW-IOVA,IOVA,"Iovance Biotherapeutics, Inc.",FAILED_STRATEGIC_REVIEW,2018-2024,EDGAR 8-K strategic alternatives search; source_queries.md Section 1A,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=IOVA+%22Iovance+Biotherapeutics%2C+Inc.%22+%22strategic+alternatives%22+%22board+of+directors%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"IOVA appears in the local biotech scanner universe; row is a category-specific EDGAR search target for FAILED_STRATEGIC_REVIEW, not verified evidence",sa_8k_url|observation_date|sa_excerpt|outcome_check|price_window|no_deal_confirmation,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0093-ACTIVIST_13D_NO_DEAL-JAZZ,JAZZ,Jazz Pharmaceuticals plc,ACTIVIST_13D_NO_DEAL,2018-2024,EDGAR SC 13D search; WhaleWisdom / 13D Monitor cross-check; source_queries.md Section 1B,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=JAZZ+%22Jazz+Pharmaceuticals+plc%22+%22Item+4%22+%22board+representation%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"JAZZ appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ACTIVIST_13D_NO_DEAL, not verified evidence",initial_13d_url|filing_date|activist_filer|item4_text|item4_intent|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0094-SALE_PRESSURE_13D-KNSA,KNSA,"Kiniksa Pharmaceuticals, Ltd.",SALE_PRESSURE_13D,2018-2024,EDGAR SC 13D Item 4 sale-process phrase search; source_queries.md Section 1B,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=KNSA+%22Kiniksa+Pharmaceuticals%2C+Ltd.%22+%22Item+4%22+%22sale+of+the+company%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"KNSA appears in the local biotech scanner universe; row is a category-specific EDGAR search target for SALE_PRESSURE_13D, not verified evidence",initial_13d_url|filing_date|activist_filer|item4_text|sale_pressure_excerpt|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0095-GOVERNANCE_ONLY_13D-KRYS,KRYS,"Krystal Biotech, Inc.",GOVERNANCE_ONLY_13D,2018-2024,EDGAR SC 13D Item 4 governance phrase search; item4_parser governance-only calibration queue,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=KRYS+%22Krystal+Biotech%2C+Inc.%22+%22Item+4%22+%22board+of+directors%22+%22governance%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"KRYS appears in the local biotech scanner universe; row is a category-specific EDGAR search target for GOVERNANCE_ONLY_13D, not verified evidence",initial_13d_url|filing_date|activist_filer|item4_text|governance_only_classification|outcome_check,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0096-ROFR_ROFN_CASE-KURA,KURA,"Kura Oncology, Inc.",ROFR_ROFN_CASE,2018-2024,EDGAR 8-K and 10-K ROFR/ROFN search; source_queries.md Section 1C,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=KURA+%22Kura+Oncology%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-K%2C10-Q&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"KURA appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ROFR_ROFN_CASE, not verified evidence",agreement_8k_url|exhibit_url|observation_date|rights_holder|rofr_scope|excerpt|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0097-ASSET_SALE-LEGN,LEGN,Legend Biotech Corporation,ASSET_SALE,2018-2024,EDGAR 8-K asset purchase agreement search; source_queries.md Section 1E,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=LEGN+%22Legend+Biotech+Corporation%22+%22asset+purchase+agreement%22+%22program%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"LEGN appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ASSET_SALE, not verified evidence",asset_sale_8k_url|asset_description|buyer|consideration|retained_company_status|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0098-CAPITAL_RAISE_AFTER_PROCESS-LNTH,LNTH,"Lantheus Holdings, Inc.",CAPITAL_RAISE_AFTER_PROCESS,2018-2024,EDGAR 8-K/S-3 capital raise search after process language,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=LNTH+%22Lantheus+Holdings%2C+Inc.%22+%22strategic+alternatives%22+%22registered+direct+offering%22&forms=8-K%2CS-3%2C424B5&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"LNTH appears in the local biotech scanner universe; row is a category-specific EDGAR search target for CAPITAL_RAISE_AFTER_PROCESS, not verified evidence",sa_or_process_8k_url|capital_raise_8k_or_s3_url|raise_date|raise_size|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0099-BANKRUPTCY_OR_WIND_DOWN-LYEL,LYEL,"Lyell Immunopharma, Inc.",BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=LYEL+%22Lyell+Immunopharma%2C+Inc.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"LYEL appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0100-REVERSE_MERGER-MDGL,MDGL,"Madrigal Pharmaceuticals, Inc.",REVERSE_MERGER,2018-2024,EDGAR 8-K reverse merger and strategic alternatives follow-up search,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=MDGL+%22Madrigal+Pharmaceuticals%2C+Inc.%22+%22strategic+alternatives%22+%22reverse+merger%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"MDGL appears in the local biotech scanner universe; row is a category-specific EDGAR search target for REVERSE_MERGER, not verified evidence",sa_8k_url|reverse_merger_8k_url|counterparty|deal_structure|outcome_date|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0101-COMPLETED_DEAL-NMRA,NMRA,"Neumora Therapeutics, Inc. Common Stock",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=NMRA+%22Neumora+Therapeutics%2C+Inc.+Common+Stock%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"NMRA appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0102-FAILED_STRATEGIC_REVIEW-NRIX,NRIX,"Nurix Therapeutics, Inc.",FAILED_STRATEGIC_REVIEW,2018-2024,EDGAR 8-K strategic alternatives search; source_queries.md Section 1A,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=NRIX+%22Nurix+Therapeutics%2C+Inc.%22+%22strategic+alternatives%22+%22board+of+directors%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"NRIX appears in the local biotech scanner universe; row is a category-specific EDGAR search target for FAILED_STRATEGIC_REVIEW, not verified evidence",sa_8k_url|observation_date|sa_excerpt|outcome_check|price_window|no_deal_confirmation,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0103-ACTIVIST_13D_NO_DEAL-NUVB,NUVB,Nuvation Bio Inc.,ACTIVIST_13D_NO_DEAL,2018-2024,EDGAR SC 13D search; WhaleWisdom / 13D Monitor cross-check; source_queries.md Section 1B,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=NUVB+%22Nuvation+Bio+Inc.%22+%22Item+4%22+%22board+representation%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"NUVB appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ACTIVIST_13D_NO_DEAL, not verified evidence",initial_13d_url|filing_date|activist_filer|item4_text|item4_intent|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0104-SALE_PRESSURE_13D-OMER,OMER,Omeros Corporation,SALE_PRESSURE_13D,2018-2024,EDGAR SC 13D Item 4 sale-process phrase search; source_queries.md Section 1B,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=OMER+%22Omeros+Corporation%22+%22Item+4%22+%22sale+of+the+company%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"OMER appears in the local biotech scanner universe; row is a category-specific EDGAR search target for SALE_PRESSURE_13D, not verified evidence",initial_13d_url|filing_date|activist_filer|item4_text|sale_pressure_excerpt|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0105-GOVERNANCE_ONLY_13D-PBYI,PBYI,"Puma Biotechnology, Inc.",GOVERNANCE_ONLY_13D,2018-2024,EDGAR SC 13D Item 4 governance phrase search; item4_parser governance-only calibration queue,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=PBYI+%22Puma+Biotechnology%2C+Inc.%22+%22Item+4%22+%22board+of+directors%22+%22governance%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"PBYI appears in the local biotech scanner universe; row is a category-specific EDGAR search target for GOVERNANCE_ONLY_13D, not verified evidence",initial_13d_url|filing_date|activist_filer|item4_text|governance_only_classification|outcome_check,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0106-ROFR_ROFN_CASE-PGEN,PGEN,"Precigen, Inc.",ROFR_ROFN_CASE,2018-2024,EDGAR 8-K and 10-K ROFR/ROFN search; source_queries.md Section 1C,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=PGEN+%22Precigen%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-K%2C10-Q&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"PGEN appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ROFR_ROFN_CASE, not verified evidence",agreement_8k_url|exhibit_url|observation_date|rights_holder|rofr_scope|excerpt|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0107-ASSET_SALE-PHAT,PHAT,"Phathom Pharmaceuticals, Inc.",ASSET_SALE,2018-2024,EDGAR 8-K asset purchase agreement search; source_queries.md Section 1E,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=PHAT+%22Phathom+Pharmaceuticals%2C+Inc.%22+%22asset+purchase+agreement%22+%22program%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"PHAT appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ASSET_SALE, not verified evidence",asset_sale_8k_url|asset_description|buyer|consideration|retained_company_status|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
