priority,priority_rank,check_id,case_id,ticker,source_file,row_number,field_name,issue,cleanup_action,blocks_50_case_study,detail
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0055-ACQUIRED-OYST,OYST,resolved_case_candidates.csv,56,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0056-ACQUIRED-SRRA,SRRA,resolved_case_candidates.csv,57,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0057-ACQUIRED-TPTX,TPTX,resolved_case_candidates.csv,58,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0058-ACQUIRED-BLU,BLU,resolved_case_candidates.csv,59,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0059-ACQUIRED-CINC,CINC,resolved_case_candidates.csv,60,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0060-ACQUIRED-CTIC,CTIC,resolved_case_candidates.csv,61,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0061-ACQUIRED-DICE,DICE,resolved_case_candidates.csv,62,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0062-ACQUIRED-HARP,HARP,resolved_case_candidates.csv,63,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0063-ACQUIRED-ISEE,ISEE,resolved_case_candidates.csv,64,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0064-ACQUIRED-RETA,RETA,resolved_case_candidates.csv,65,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0065-ACQUIRED-RXDX,RXDX,resolved_case_candidates.csv,66,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0066-ACQUIRED-ZYNE,ZYNE,resolved_case_candidates.csv,67,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0067-ACQUIRED-ALPN,ALPN,resolved_case_candidates.csv,68,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0068-ACQUIRED-AMAM,AMAM,resolved_case_candidates.csv,69,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0069-ACQUIRED-CBAY,CBAY,resolved_case_candidates.csv,70,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0070-ACQUIRED-CERE,CERE,resolved_case_candidates.csv,71,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0071-ACQUIRED-DCPH,DCPH,resolved_case_candidates.csv,72,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0072-ACQUIRED-FATE,FATE,resolved_case_candidates.csv,73,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0073-ACQUIRED-FUSN,FUSN,resolved_case_candidates.csv,74,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0074-ACQUIRED-G1T,G1T,resolved_case_candidates.csv,75,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0075-ACQUIRED-GRCL,GRCL,resolved_case_candidates.csv,76,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0076-ACQUIRED-KRTX,KRTX,resolved_case_candidates.csv,77,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0077-ACQUIRED-LBPH,LBPH,resolved_case_candidates.csv,78,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0078-ACQUIRED-MORF,MORF,resolved_case_candidates.csv,79,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0079-ACQUIRED-MRTX,MRTX,resolved_case_candidates.csv,80,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0095-ACQUIRED-ARMO,ARMO,resolved_case_candidates.csv,96,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0096-ACQUIRED-DOVA,DOVA,resolved_case_candidates.csv,97,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0097-ACQUIRED-SYNTX,SYNTX,resolved_case_candidates.csv,98,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0098-ACQUIRED-AIMT,AIMT,resolved_case_candidates.csv,99,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0099-ACQUIRED-AKCA,AKCA,resolved_case_candidates.csv,100,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0100-ACQUIRED-ARQL,ARQL,resolved_case_candidates.csv,101,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0101-ACQUIRED-CHMA,CHMA,resolved_case_candidates.csv,102,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0102-ACQUIRED-CNST,CNST,resolved_case_candidates.csv,103,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0103-ACQUIRED-STML,STML,resolved_case_candidates.csv,104,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0104-ACQUIRED-ALBO,ALBO,resolved_case_candidates.csv,105,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0105-ACQUIRED-HZNP,HZNP,resolved_case_candidates.csv,106,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0106-ACQUIRED-SGEN,SGEN,resolved_case_candidates.csv,107,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0107-ACQUIRED-SNDX,SNDX,resolved_case_candidates.csv,108,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0108-ACQUIRED-VECT,VECT,resolved_case_candidates.csv,109,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0109-ACQUIRED-MOR,MOR,resolved_case_candidates.csv,110,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0130-ACQUIRED-MDCO,MDCO,resolved_case_candidates.csv,131,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0131-ACQUIRED-LMNX,LMNX,resolved_case_candidates.csv,132,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0132-ACQUIRED-TBIO,TBIO,resolved_case_candidates.csv,133,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0133-ACQUIRED-DCPH,DCPH,resolved_case_candidates.csv,134,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0134-ACQUIRED-ENLV,ENLV,resolved_case_candidates.csv,135,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0135-ACQUIRED-HRMY,HRMY,resolved_case_candidates.csv,136,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0136-ACQUIRED-SYNH,SYNH,resolved_case_candidates.csv,137,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0137-ACQUIRED-KPTI,KPTI,resolved_case_candidates.csv,138,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0138-ACQUIRED-KROS,KROS,resolved_case_candidates.csv,139,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0139-ACQUIRED-TGTX,TGTX,resolved_case_candidates.csv,140,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,ACQUIRED_NO_SOURCE_EVIDENCE,RHC-0140-ACQUIRED-VSTM,VSTM,resolved_case_candidates.csv,141,candidate_id,Acquired candidate has no source_evidence rows.,Add or verify primary source evidence before relying on the case for verification.,FALSE,
HIGH,3,SUSPICIOUS_SOURCE_URL_MISSING,CRBP-2022-001,CRBP,source_evidence.csv,12,source_url,Evidence row has a blank or placeholder source_url.,Replace placeholder with a primary source URL or move the row to a research-target workflow.,FALSE,
HIGH,3,SUSPICIOUS_SOURCE_URL_MISSING,CRBP-2022-001,CRBP,source_evidence.csv,13,source_url,Evidence row has a blank or placeholder source_url.,Replace placeholder with a primary source URL or move the row to a research-target workflow.,FALSE,
HIGH,3,SUSPICIOUS_SOURCE_URL_MISSING,DOVA-2021-001,DOVA,source_evidence.csv,29,source_url,Evidence row has a blank or placeholder source_url.,Replace placeholder with a primary source URL or move the row to a research-target workflow.,FALSE,
HIGH,3,SUSPICIOUS_SOURCE_URL_MISSING,FLXN-2021-001,FLXN,source_evidence.csv,26,source_url,Evidence row has a blank or placeholder source_url.,Replace placeholder with a primary source URL or move the row to a research-target workflow.,FALSE,
HIGH,3,SUSPICIOUS_SOURCE_URL_MISSING,HARP-2023-001,HARP,source_evidence.csv,2,source_url,Evidence row has a blank or placeholder source_url.,Replace placeholder with a primary source URL or move the row to a research-target workflow.,FALSE,
HIGH,3,SUSPICIOUS_SOURCE_URL_MISSING,HARP-2023-001,HARP,source_evidence.csv,3,source_url,Evidence row has a blank or placeholder source_url.,Replace placeholder with a primary source URL or move the row to a research-target workflow.,FALSE,
HIGH,3,SUSPICIOUS_SOURCE_URL_MISSING,HARP-2023-001,HARP,source_evidence.csv,4,source_url,Evidence row has a blank or placeholder source_url.,Replace placeholder with a primary source URL or move the row to a research-target workflow.,FALSE,
HIGH,3,SUSPICIOUS_SOURCE_URL_MISSING,IMGO-2022-001,IMGO,source_evidence.csv,22,source_url,Evidence row has a blank or placeholder source_url.,Replace placeholder with a primary source URL or move the row to a research-target workflow.,FALSE,
HIGH,3,SUSPICIOUS_SOURCE_URL_MISSING,PTGX-2022-001,PTGX,source_evidence.csv,19,source_url,Evidence row has a blank or placeholder source_url.,Replace placeholder with a primary source URL or move the row to a research-target workflow.,FALSE,
HIGH,3,SUSPICIOUS_SOURCE_URL_MISSING,RIGL-2020-001,RIGL,source_evidence.csv,24,source_url,Evidence row has a blank or placeholder source_url.,Replace placeholder with a primary source URL or move the row to a research-target workflow.,FALSE,
HIGH,3,SUSPICIOUS_SOURCE_URL_MISSING,RIGL-2020-001,RIGL,source_evidence.csv,32,source_url,Evidence row has a blank or placeholder source_url.,Replace placeholder with a primary source URL or move the row to a research-target workflow.,FALSE,
HIGH,3,SUSPICIOUS_SOURCE_URL_MISSING,SRRA-2022-001,SRRA,source_evidence.csv,6,source_url,Evidence row has a blank or placeholder source_url.,Replace placeholder with a primary source URL or move the row to a research-target workflow.,FALSE,
MEDIUM,2,DUPLICATE_SOURCE_URL,RHC-0001-ACQUIRED-NPSP,,source_evidence.csv,aggregate,source_url,Source URL appears on multiple evidence rows across cases.,"Confirm whether the duplicate URL is a shared source, copied placeholder, or case-linking error.",FALSE,2 rows across 1 case(s): https://www.sec.gov/Archives/edgar/data/890465/000104746915000380/a2222816zsc14d9.htm
MEDIUM,2,DUPLICATE_SOURCE_URL,RHC-0002-ACQUIRED-PCYC,,source_evidence.csv,aggregate,source_url,Source URL appears on multiple evidence rows across cases.,"Confirm whether the duplicate URL is a shared source, copied placeholder, or case-linking error.",FALSE,2 rows across 1 case(s): https://www.sec.gov/Archives/edgar/data/949699/000119312515101106/d893590dsc14d9.htm
MEDIUM,2,DUPLICATE_SOURCE_URL,RHC-0003-ACQUIRED-ZSPH,,source_evidence.csv,aggregate,source_url,Source URL appears on multiple evidence rows across cases.,"Confirm whether the duplicate URL is a shared source, copied placeholder, or case-linking error.",FALSE,2 rows across 1 case(s): https://www.sec.gov/Archives/edgar/data/1459266/000119312515380466/d28720dsc14d9.htm
MEDIUM,2,DUPLICATE_SOURCE_URL,RHC-0004-ACQUIRED-ANAC,,source_evidence.csv,aggregate,source_url,Source URL appears on multiple evidence rows across cases.,"Confirm whether the duplicate URL is a shared source, copied placeholder, or case-linking error.",FALSE,2 rows across 1 case(s): https://www.sec.gov/Archives/edgar/data/1411158/000119312516603880/d319707dsc14d9.htm
MEDIUM,2,DUPLICATE_SOURCE_URL,RHC-0006-ACQUIRED-MDVN,,source_evidence.csv,aggregate,source_url,Source URL appears on multiple evidence rows across cases.,"Confirm whether the duplicate URL is a shared source, copied placeholder, or case-linking error.",FALSE,2 rows across 1 case(s): https://www.sec.gov/Archives/edgar/data/1011835/000119312516696911/d234696dsc14d9.htm
MEDIUM,2,FILING_TARGETS_NO_HITS,RHC-0007-ACQUIRED-RLYP,RLYP,pre_announcement_filing_targets.csv,aggregate,case_id,Pre-announcement filing targets exist but no signal hits were recorded.,Run or review the signal-hit collection result before treating prior-signal coverage as complete.,FALSE,38 filing target rows
MEDIUM,2,FILING_TARGETS_NO_HITS,RHC-0009-ACQUIRED-VTAE,VTAE,pre_announcement_filing_targets.csv,aggregate,case_id,Pre-announcement filing targets exist but no signal hits were recorded.,Run or review the signal-hit collection result before treating prior-signal coverage as complete.,FALSE,18 filing target rows
MEDIUM,2,FILING_TARGETS_NO_HITS,RHC-0011-ACQUIRED-CLCD,CLCD,pre_announcement_filing_targets.csv,aggregate,case_id,Pre-announcement filing targets exist but no signal hits were recorded.,Run or review the signal-hit collection result before treating prior-signal coverage as complete.,FALSE,7 filing target rows
MEDIUM,2,FILING_TARGETS_NO_HITS,RHC-0014-ACQUIRED-AVXS,AVXS,pre_announcement_filing_targets.csv,aggregate,case_id,Pre-announcement filing targets exist but no signal hits were recorded.,Run or review the signal-hit collection result before treating prior-signal coverage as complete.,FALSE,43 filing target rows
MEDIUM,2,FILING_TARGETS_NO_HITS,RHC-0016-ACQUIRED-CASC,CASC,pre_announcement_filing_targets.csv,aggregate,case_id,Pre-announcement filing targets exist but no signal hits were recorded.,Run or review the signal-hit collection result before treating prior-signal coverage as complete.,FALSE,33 filing target rows
MEDIUM,2,FILING_TARGETS_NO_HITS,RHC-0018-ACQUIRED-RXDX,RXDX,pre_announcement_filing_targets.csv,aggregate,case_id,Pre-announcement filing targets exist but no signal hits were recorded.,Run or review the signal-hit collection result before treating prior-signal coverage as complete.,FALSE,37 filing target rows
MEDIUM,2,FILING_TARGETS_NO_HITS,RHC-0019-ACQUIRED-ALDR,ALDR,pre_announcement_filing_targets.csv,aggregate,case_id,Pre-announcement filing targets exist but no signal hits were recorded.,Run or review the signal-hit collection result before treating prior-signal coverage as complete.,FALSE,36 filing target rows
MEDIUM,2,FILING_TARGETS_NO_HITS,RHC-0021-ACQUIRED-CMTA,CMTA,pre_announcement_filing_targets.csv,aggregate,case_id,Pre-announcement filing targets exist but no signal hits were recorded.,Run or review the signal-hit collection result before treating prior-signal coverage as complete.,FALSE,3 filing target rows
MEDIUM,2,FILING_TARGETS_NO_HITS,RHC-0022-ACQUIRED-LOXO,LOXO,pre_announcement_filing_targets.csv,aggregate,case_id,Pre-announcement filing targets exist but no signal hits were recorded.,Run or review the signal-hit collection result before treating prior-signal coverage as complete.,FALSE,34 filing target rows
MEDIUM,2,FILING_TARGETS_NO_HITS,RHC-0023-ACQUIRED-NITE,NITE,pre_announcement_filing_targets.csv,aggregate,case_id,Pre-announcement filing targets exist but no signal hits were recorded.,Run or review the signal-hit collection result before treating prior-signal coverage as complete.,FALSE,2 filing target rows
MEDIUM,2,FILING_TARGETS_NO_HITS,RHC-0024-ACQUIRED-ONCE,ONCE,pre_announcement_filing_targets.csv,aggregate,case_id,Pre-announcement filing targets exist but no signal hits were recorded.,Run or review the signal-hit collection result before treating prior-signal coverage as complete.,FALSE,26 filing target rows
MEDIUM,2,SEC_ROW_MISSING_ACCESSION,CRBP-2022-001,CRBP,source_evidence.csv,12,accession_number,SEC-related evidence row is missing accession_number.,Backfill the SEC accession number to make the filing auditable.,FALSE,
MEDIUM,2,SEC_ROW_MISSING_ACCESSION,CRBP-2022-001,CRBP,source_evidence.csv,13,accession_number,SEC-related evidence row is missing accession_number.,Backfill the SEC accession number to make the filing auditable.,FALSE,
MEDIUM,2,SEC_ROW_MISSING_ACCESSION,DOVA-2021-001,DOVA,source_evidence.csv,29,accession_number,SEC-related evidence row is missing accession_number.,Backfill the SEC accession number to make the filing auditable.,FALSE,
MEDIUM,2,SEC_ROW_MISSING_ACCESSION,FLXN-2021-001,FLXN,source_evidence.csv,26,accession_number,SEC-related evidence row is missing accession_number.,Backfill the SEC accession number to make the filing auditable.,FALSE,
MEDIUM,2,SEC_ROW_MISSING_ACCESSION,HARP-2023-001,HARP,source_evidence.csv,2,accession_number,SEC-related evidence row is missing accession_number.,Backfill the SEC accession number to make the filing auditable.,FALSE,
MEDIUM,2,SEC_ROW_MISSING_ACCESSION,HARP-2023-001,HARP,source_evidence.csv,3,accession_number,SEC-related evidence row is missing accession_number.,Backfill the SEC accession number to make the filing auditable.,FALSE,
MEDIUM,2,SEC_ROW_MISSING_ACCESSION,HARP-2023-001,HARP,source_evidence.csv,4,accession_number,SEC-related evidence row is missing accession_number.,Backfill the SEC accession number to make the filing auditable.,FALSE,
MEDIUM,2,SEC_ROW_MISSING_ACCESSION,IMGO-2022-001,IMGO,source_evidence.csv,22,accession_number,SEC-related evidence row is missing accession_number.,Backfill the SEC accession number to make the filing auditable.,FALSE,
MEDIUM,2,SEC_ROW_MISSING_ACCESSION,PTGX-2022-001,PTGX,source_evidence.csv,19,accession_number,SEC-related evidence row is missing accession_number.,Backfill the SEC accession number to make the filing auditable.,FALSE,
MEDIUM,2,SEC_ROW_MISSING_ACCESSION,RHC-0025-ACQUIRED-TSRO,TSRO,source_evidence.csv,60,accession_number,SEC-related evidence row is missing accession_number.,Backfill the SEC accession number to make the filing auditable.,FALSE,
MEDIUM,2,SEC_ROW_MISSING_ACCESSION,RIGL-2020-001,RIGL,source_evidence.csv,24,accession_number,SEC-related evidence row is missing accession_number.,Backfill the SEC accession number to make the filing auditable.,FALSE,
MEDIUM,2,SEC_ROW_MISSING_ACCESSION,RIGL-2020-001,RIGL,source_evidence.csv,32,accession_number,SEC-related evidence row is missing accession_number.,Backfill the SEC accession number to make the filing auditable.,FALSE,
MEDIUM,2,SEC_ROW_MISSING_ACCESSION,SRRA-2022-001,SRRA,source_evidence.csv,6,accession_number,SEC-related evidence row is missing accession_number.,Backfill the SEC accession number to make the filing auditable.,FALSE,
MEDIUM,2,SUSPICIOUS_SOURCE_URL_NON_SEC,RHC-0025-ACQUIRED-TSRO,TSRO,source_evidence.csv,60,source_url,SEC-related evidence row points to a non-SEC URL.,Confirm whether the row should use an SEC archive URL or be reclassified as non-SEC evidence.,FALSE,https://www.cnbc.com/2018/11/16/cancer-drug-company-tesaro-shares-rise-30percent-following-report-that-it-will-explore-sale.html
