case_id,ticker,company_name,acquisition_announcement_date,possible_prior_signal,prior_signal_type,prior_signal_date,source_url_if_found,source_query_if_not_found,confidence,recommended_next_action,notes
RHC-0031-ACQUIRED-MYOK,MYOK,"MyoKardia, Inc.",,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=MYOK+%22MyoKardia%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2017-01-01&enddt=2020-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=MYOK+%22MyoKardia%2C+Inc.%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2017-01-01&enddt=2020-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=MYOK+%22MyoKardia%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2017-01-01&enddt=2020-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
RHC-0032-ACQUIRED-PGNX,PGNX,Progenics Pharmaceuticals,,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=PGNX+%22Progenics+Pharmaceuticals%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2017-01-01&enddt=2020-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=PGNX+%22Progenics+Pharmaceuticals%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2017-01-01&enddt=2020-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=PGNX+%22Progenics+Pharmaceuticals%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2017-01-01&enddt=2020-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
RHC-0033-ACQUIRED-PRNB,PRNB,Principia Biopharma Inc.,,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=PRNB+%22Principia+Biopharma+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2017-01-01&enddt=2020-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=PRNB+%22Principia+Biopharma+Inc.%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2017-01-01&enddt=2020-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=PRNB+%22Principia+Biopharma+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2017-01-01&enddt=2020-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
RHC-0034-ACQUIRED-PRVL,PRVL,Prevail Therapeutics Inc.,,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=PRVL+%22Prevail+Therapeutics+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2017-01-01&enddt=2020-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=PRVL+%22Prevail+Therapeutics+Inc.%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2017-01-01&enddt=2020-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=PRVL+%22Prevail+Therapeutics+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2017-01-01&enddt=2020-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
RHC-0035-ACQUIRED-ADMS,ADMS,Adamas Pharmaceuticals,,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=ADMS+%22Adamas+Pharmaceuticals%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=ADMS+%22Adamas+Pharmaceuticals%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=ADMS+%22Adamas+Pharmaceuticals%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
RHC-0036-ACQUIRED-DOVA,DOVA,Dova Pharmaceuticals,,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=DOVA+%22Dova+Pharmaceuticals%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=DOVA+%22Dova+Pharmaceuticals%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=DOVA+%22Dova+Pharmaceuticals%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
RHC-0037-ACQUIRED-DRNA,DRNA,"Dicerna Pharmaceuticals, Inc.",,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=DRNA+%22Dicerna+Pharmaceuticals%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=DRNA+%22Dicerna+Pharmaceuticals%2C+Inc.%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=DRNA+%22Dicerna+Pharmaceuticals%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
RHC-0038-ACQUIRED-FLXN,FLXN,Flexion Therapeutics,,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=FLXN+%22Flexion+Therapeutics%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=FLXN+%22Flexion+Therapeutics%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=FLXN+%22Flexion+Therapeutics%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
RHC-0039-ACQUIRED-FPRX,FPRX,"Five Prime Therapeutics, Inc.",,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=FPRX+%22Five+Prime+Therapeutics%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=FPRX+%22Five+Prime+Therapeutics%2C+Inc.%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=FPRX+%22Five+Prime+Therapeutics%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
RHC-0040-ACQUIRED-GWPH,GWPH,GW Pharmaceuticals plc,,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=GWPH+%22GW+Pharmaceuticals+plc%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=GWPH+%22GW+Pharmaceuticals+plc%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=GWPH+%22GW+Pharmaceuticals+plc%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
RHC-0041-ACQUIRED-PAND,PAND,Pandion Therapeutics,,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=PAND+%22Pandion+Therapeutics%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=PAND+%22Pandion+Therapeutics%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=PAND+%22Pandion+Therapeutics%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
RHC-0042-ACQUIRED-PTLA,PTLA,Portola Pharmaceuticals,,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=PTLA+%22Portola+Pharmaceuticals%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=PTLA+%22Portola+Pharmaceuticals%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=PTLA+%22Portola+Pharmaceuticals%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
RHC-0043-ACQUIRED-TRIL,TRIL,Trillium Therapeutics Inc.,,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=TRIL+%22Trillium+Therapeutics+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=TRIL+%22Trillium+Therapeutics+Inc.%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=TRIL+%22Trillium+Therapeutics+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
RHC-0044-ACQUIRED-VIE,VIE,"Viela Bio, Inc.",,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=VIE+%22Viela+Bio%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=VIE+%22Viela+Bio%2C+Inc.%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=VIE+%22Viela+Bio%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
RHC-0045-ACQUIRED-XLRN,XLRN,Acceleron Pharma Inc.,,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=XLRN+%22Acceleron+Pharma+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=XLRN+%22Acceleron+Pharma+Inc.%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=XLRN+%22Acceleron+Pharma+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2018-01-01&enddt=2021-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
RHC-0046-ACQUIRED-ATRS,ATRS,Antares Pharma,,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=ATRS+%22Antares+Pharma%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=ATRS+%22Antares+Pharma%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=ATRS+%22Antares+Pharma%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
RHC-0047-ACQUIRED-AVEO,AVEO,AVEO Oncology,,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=AVEO+%22AVEO+Oncology%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=AVEO+%22AVEO+Oncology%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=AVEO+%22AVEO+Oncology%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
RHC-0048-ACQUIRED-BHVN,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=BHVN+%22Biohaven+Pharmaceutical+Holding+Company+Ltd.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=BHVN+%22Biohaven+Pharmaceutical+Holding+Company+Ltd.%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=BHVN+%22Biohaven+Pharmaceutical+Holding+Company+Ltd.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
RHC-0049-ACQUIRED-CCXI,CCXI,"ChemoCentryx, Inc.",,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=CCXI+%22ChemoCentryx%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=CCXI+%22ChemoCentryx%2C+Inc.%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=CCXI+%22ChemoCentryx%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
RHC-0050-ACQUIRED-CMPI,CMPI,Checkmate Pharmaceuticals,,SEARCH_TARGET_ONLY,targeted public pre-announcement signal search,,,prior_process: https://efts.sec.gov/LATEST/search-index?q=CMPI+%22Checkmate+Pharmaceuticals%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31 || prior_13d: https://efts.sec.gov/LATEST/search-index?q=CMPI+%22Checkmate+Pharmaceuticals%22+%22Item+4%22+OR+%22strategic+alternatives%22+OR+%22maximize+shareholder+value%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31 || prior_rofr: https://efts.sec.gov/LATEST/search-index?q=CMPI+%22Checkmate+Pharmaceuticals%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2019-01-01&enddt=2022-12-31,LOW,"Start with merger proxy or Schedule 14D-9 background, then run targeted pre-announcement EDGAR searches.",No local source-backed prior public signal found yet. Search target generated only.
